Address,City,State,Zipcode,AUTO_UNIQUE_ID_2023-10-11_caitlindatakindorg_ListofProvider,TransactionId,TimeTaken,Source,Version,UpdatedGeocoding,ErrorMessage,Latitude,Longitude,MatchType,FeatureMatchingGeographyType,MicroMatchStatus,MatchScore,GeocodeQualityType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType,PenaltyCode,PenaltyCodeSummary,InterpolationType,InterpolationSubType,MatchedLocationType,FeatureMatchingResultType,FeatureMatchingResultCount,FeatureMatchingResultTypeNotes,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,OutputGeocodes,NaaccrCertCode2020,NaaccrCertType2020,GeoLocationID2020,CensusBlock2020,CensusBlockGroup2020,CensusTract2020,CensusCountyFips2020,CensusCbsaFips2020,CensusCbsaMicro2020,CensusMcdFips2020,CensusMetDivFips2020,CensusMsaFips2020,CensusPlaceFips2020,CensusStateFips2020,FNumber,FNumberFractional,FPreDirectional,FPreQualifier,FPreType,FPreArticle,FName,FPostArticle,FSuffix,FPostQualifier,FPostDirectional,FSuiteType,FSuiteNumber,FPostOfficeBoxType,FPostOfficeBoxNumber,FCity,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FArea,FAreaType,FGeometrySRID,FGeometry,FSource,FVintage,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,MNumber,MNumberFractional,MPreDirectional,MPreQualifier,MPreType,MPreArticle,MName,MPostArticle,MSuffix,MPostQualifier,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,PNumber,PNumberFractional,PPreDirectional,PPreQualifier,PPreType,PPreArticle,PName,PPostArticle,PSuffix,PPostQualifier,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5
4000 S GOLDENROD RD,,,32822,543,fdd8bf60-60b7-4301-85a3-befc7c9ee9de,0.0781195,TAMUGeocoder,5.0.0,1,,28.4883398938961,-81.2855030676105,,StreetSegment,Match,100,,1113.59,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950135113,3021,3,0135.11,095,36740,0,92522,,5960,,12,3996-4098,,S,,,,Goldenrod,,Rd,,,,,,,Orlando,,,Orlando,Orange,FL,32822,,,,,,1113.59,Meters,0,,Census2016TigerLines,2016,tlid,639769217,,,4000,,S,,,,GOLDENROD,,RD,,,,,,,,,,,,FL,32822,,,,,,4000,,S,,,,GOLDENROD,,RD,,,,,,,,,,,,FL,32822,,,,,
2493 Island Club Way,,,32822,544,486569c8-7fc0-46ff-b6a1-a78a2040fbf1,0.0937328,TAMUGeocoder,5.0.0,1,,28.5129353828402,-81.2816802953307,,StreetSegment,Match,100,,4371.1,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167153,3015,3,0167.15,095,36740,0,93458,,5960,,12,2457-2499,,,,,,Island Club,,Way,,,,,,,Union Park,,,Union Park,Orange,FL,32822,,,,,,4371.1,Meters,0,,Census2016TigerLines,2016,tlid,94341224,,,2493,,,,,,ISLAND CLUB,,WAY,,,,,,,,,,,,FL,32822,,,,,,2493,,,,,,ISLAND CLUB,,WAY,,,,,,,,,,,,FL,32822,,,,,
3973 ERIC CT,,,32822,545,0372dbe7-6096-4cc6-a820-08363ef0f571,0.0781134,TAMUGeocoder,5.0.0,1,,28.4976337411457,-81.2756086224536,,StreetSegment,Match,100,,1536.19,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167093,3008,3,0167.09,095,36740,0,93458,,5960,,12,4099-3901,,,,,,Eric,,Ct,,,,,,,Union Park,,,Union Park,Orange,FL,32822,,,,,,1536.19,Meters,0,,Census2016TigerLines,2016,tlid,94295617,,,3973,,,,,,ERIC,,CT,,,,,,,,,,,,FL,32822,,,,,,3973,,,,,,ERIC,,CT,,,,,,,,,,,,FL,32822,,,,,
1004 Ponce Ave  ,,,32822,546,1b08a943-9ce5-4c45-9173-98e34470d8b7,0.0937489,TAMUGeocoder,5.0.0,1,,28.5236836795274,-81.2826722759152,,StreetSegment,Match,100,,3066.18,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167152,2007,2,0167.15,095,36740,0,93458,,5960,,12,1098-900,,,,,,Ponce,,Ave,,,,,,,Union Park,,,Union Park,Orange,FL,32822,,,,,,3066.18,Meters,0,,Census2016TigerLines,2016,tlid,94294453,,,1004,,,,,,PONCE,,AVE,,,,,,,,,,,,FL,32822,,,,,,1004,,,,,,PONCE,,AVE,,,,,,,,,,,,FL,32822,,,,,
7051 PERSHING AVE,,,32822,547,c6272116-dc5b-4e27-a9c8-8ae72aed85fc,0.093748,TAMUGeocoder,5.0.0,1,,28.4990181375782,-81.2928338010319,,StreetSegment,Match,100,,3597.7,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950135113,3001,3,0135.11,095,36740,0,92522,,5960,,12,7001-7099,,,,,,Pershing,,Ave,,,,,,,Orlando,,,Orlando,Orange,FL,32822,,,,,,3597.7,Meters,0,,Census2016TigerLines,2016,tlid,641064663,,,7051,,,,,,PERSHING,,AVE,,,,,,,,,,,,FL,32822,,,,,,7051,,,,,,PERSHING,,AVE,,,,,,,,,,,,FL,32822,,,,,
2413 S GOLDENROD RD,,,32822,548,c1512b6c-255f-4b20-9c7e-3ec5c34fbd57,0.1093775,TAMUGeocoder,5.0.0,1,,28.5120371578962,-81.2892024383791,,StreetSegment,Match,100,,32334.52,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167091,1010,1,0167.09,095,36740,0,93458,,5960,,12,2317-2599,,S,,,,Goldenrod,,Rd,,,,,,,Union Park,,,Union Park,Orange,FL,32822,,,,,,32334.52,Meters,0,,Census2016TigerLines,2016,tlid,638653976,,,2413,,S,,,,GOLDENROD,,RD,,,,,,,,,,,,FL,32822,,,,,,2413,,S,,,,GOLDENROD,,RD,,,,,,,,,,,,FL,32822,,,,,
4400 Woodgate Blvd,,,32822,549,436563ad-9677-42a0-8c6c-5372f38e50cc,0.1093798,TAMUGeocoder,5.0.0,1,,28.508791467433,-81.3005759112388,,StreetSegment,Match,100,,12541.09,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950135131,1002,1,0135.13,095,36740,0,92522,,5960,53000,12,3200-4402,,,,,,Woodgate,,Blvd,,,,,,,Orlando,,,Orlando,Orange,FL,32822,,,,,,12541.09,Meters,0,,Census2016TigerLines,2016,tlid,94295003,,,4400,,,,,,WOODGATE,,BLVD,,,,,,,,,,,,FL,32822,,,,,,4400,,,,,,WOODGATE,,BLVD,,,,,,,,,,,,FL,32822,,,,,
2146 Bridgeview Cir,,,32824,550,de532c92-782a-4e5d-966c-ac0f03db04f1,0.0781208,TAMUGeocoder,5.0.0,1,,28.3645603529322,-81.3564023771883,,StreetSegment,Match,100,,32522.29,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950168121,1010,1,0168.12,095,36740,0,92522,,5960,43800,12,2198-1800,,,,,,Bridgeview,,Cir,,,,,,,Meadow Woods,,,Orlando,Orange,FL,32824,,,,,,32522.29,Meters,0,,Census2016TigerLines,2016,tlid,94345660,,,2146,,,,,,BRIDGEVIEW,,CIR,,,,,,,,,,,,FL,32824,,,,,,2146,,,,,,BRIDGEVIEW,,CIR,,,,,,,,,,,,FL,32824,,,,,
12100 Kendra Ct  ,,,32824,551,9b6c70a0-cf94-4f29-a1e6-7edbcc9d89b7,0.0781181,TAMUGeocoder,5.0.0,1,,28.3910604829347,-81.3879108119715,,StreetSegment,Match,100,,961.87,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950168081,1000,1,0168.08,095,36740,0,92522,,5960,67270,12,12122-12100,,,,,,Kendra,,Ct,,,,,,,Southchase,,,Orlando,Orange,FL,32824,,,,,,961.87,Meters,0,,Census2016TigerLines,2016,tlid,94368132,,,12100,,,,,,KENDRA,,CT,,,,,,,,,,,,FL,32824,,,,,,12100,,,,,,KENDRA,,CT,,,,,,,,,,,,FL,32824,,,,,
1507 WOOD VIOLET DR,,,32824,552,14378fb9-f14c-4705-96a1-8a93f5d9767f,0.0937447,TAMUGeocoder,5.0.0,1,,28.3520084999012,-81.359305215241,,StreetSegment,Match,100,,21318.65,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950168123,3003,3,0168.12,095,36740,0,92522,,5960,43800,12,1401-1527,,,,,,Wood Violet,,Dr,,,,,,,Meadow Woods,,,Orlando,Orange,FL,32824,,,,,,21318.65,Meters,0,,Census2016TigerLines,2016,tlid,94389170,,,1507,,,,,,WOOD VIOLET,,DR,,,,,,,,,,,,FL,32824,,,,,,1507,,,,,,WOOD VIOLET,,DR,,,,,,,,,,,,FL,32824,,,,,
9759 Hollyhill Dr,,,32824,553,8c4a8159-8649-4a64-bad3-2d64e0641e1c,0.0781123,TAMUGeocoder,5.0.0,1,,28.4266369538462,-81.3572881643241,,StreetSegment,Match,100,,42346.28,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950168043,3010,3,0168.04,095,36740,0,92522,,5960,53000,12,9779-9601,,,,,,Hollyhill,,Dr,,,,,,,Orlando,,,Orlando,Orange,FL,32824,,,,,,42346.28,Meters,0,,Census2016TigerLines,2016,tlid,636398159,,,9759,,,,,,HOLLYHILL,,DR,,,,,,,,,,,,FL,32824,,,,,,9759,,,,,,HOLLYHILL,,DR,,,,,,,,,,,,FL,32824,,,,,
825 GREENWAY PROFESSIONAL CT,,,32824,554,e5a04b28-86ce-45ba-b309-7bfe2ae3cc56,0.0624988,TAMUGeocoder,5.0.0,1,,28.3714339932267,-81.3661870228278,,StreetSegment,Match,100,,6639.39,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950168101,1000,1,0168.10,095,36740,0,92522,,5960,43800,12,801-899,,,,,,Greenway Professional,,Ct,,,,,,,Meadow Woods,,,Orlando,Orange,FL,32824,,,,,,6639.39,Meters,0,,Census2016TigerLines,2016,tlid,617827976,,,825,,,,,,GREENWAY PROFESSIONAL,,CT,,,,,,,,,,,,FL,32824,,,,,,825,,,,,,GREENWAY PROFESSIONAL,,CT,,,,,,,,,,,,FL,32824,,,,,
1212 Heather Lake Dr  ,,,32824,555,d9e81a9a-9dd7-40f9-9dac-b7ac0af50905,0.0781253,TAMUGeocoder,5.0.0,1,,28.3563834928436,-81.3716487750758,,StreetSegment,Match,100,,12134.52,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950168142,2010,2,0168.14,095,36740,0,92522,,5960,43800,12,1298-1200,,,,,,Heather Lake,,Dr,,,,,,,Meadow Woods,,,Orlando,Orange,FL,32824,,,,,,12134.52,Meters,0,,Census2016TigerLines,2016,tlid,637645270,,,1212,,,,,,HEATHER LAKE,,DR,,,,,,,,,,,,FL,32824,,,,,,1212,,,,,,HEATHER LAKE,,DR,,,,,,,,,,,,FL,32824,,,,,
10549 Cabbage Tree Loop,,,32825,556,1b4e8071-bb52-4780-939d-293a22607f53,0.0624995,TAMUGeocoder,5.0.0,1,,28.5261588351801,-81.2304779648292,,StreetSegment,Match,100,,13996.1,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167511,1003,1,0167.51,095,36740,0,93458,,5960,00410,12,10501-10599,,,,,,Cabbage Tree,,Loop,,,,,,,Alafaya,,,Union Park,Orange,FL,32825,,,,,,13996.1,Meters,0,,Census2016TigerLines,2016,tlid,640904317,,,10549,,,,,,CABBAGE TREE,,LOOP,,,,,,,,,,,,FL,32825,,,,,,10549,,,,,,CABBAGE TREE,,LOOP,,,,,,,,,,,,FL,32825,,,,,
11001 Lake Underhill Road,,,32825,557,49c00cd0-10e6-4012-b1c3-64d44d423cd7,0.0624879,TAMUGeocoder,5.0.0,1,,28.5417138149383,-81.2260281650211,,StreetSegment,Match,100,,8336.78,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167243,3001,3,0167.24,095,36740,0,93458,,5960,00410,12,10883-11299,,,,,,Lake Underhill,,Rd,,,,,,,Alafaya,,,Union Park,Orange,FL,32825,,,,,,8336.78,Meters,0,,Census2016TigerLines,2016,tlid,94421632,,,11001,,,,,,LAKE UNDERHILL,,RD,,,,,,,,,,,,FL,32825,,,,,,11001,,,,,,LAKE UNDERHILL,,RD,,,,,,,,,,,,FL,32825,,,,,
1725 S DEAN RD,,,32825,558,4292eeff-7f90-419c-a05b-b543445c1bff,0.0624856,TAMUGeocoder,5.0.0,1,,28.5674022854483,-81.2448542214066,,StreetSegment,Review,95.8579881656805,,10530.66,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167134,4002,4,0167.13,095,36740,0,93458,,5960,,12,1599-1799,,N,,,,Dean,,Rd,,,,,,,Union Park,,,Union Park,Orange,FL,32825,,,,,,10530.66,Meters,0,,Census2016TigerLines,2016,tlid,94295804,,,1725,,S,,,,DEAN,,RD,,,,,,,,,,,,FL,32825,,,,,,1725,,S,,,,DEAN,,RD,,,,,,,,,,,,FL,32825,,,,,
3100 Sanctuary Point Blvd,,,32825,559,0973cb0f-e53a-4ffc-9daf-e9d53784bd89,0.0781244,TAMUGeocoder,5.0.0,1,,28.5102036156152,-81.2210829051882,,StreetSegment,Match,100,,21166.07,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167531,1009,1,0167.53,095,36740,0,93458,,5960,00410,12,3100-3198,,,,,,Sanctuary Point,,Blvd,,,,,,,Alafaya,,,Union Park,Orange,FL,32825,,,,,,21166.07,Meters,0,,Census2016TigerLines,2016,tlid,94421699,,,3100,,,,,,SANCTUARY POINT,,BLVD,,,,,,,,,,,,FL,32825,,,,,,3100,,,,,,SANCTUARY POINT,,BLVD,,,,,,,,,,,,FL,32825,,,,,
9000 Lake Underhill Rd,,,32825,560,8f965cbc-d3de-4e21-bbb8-a3bb903c2009,0.0937545,TAMUGeocoder,5.0.0,1,,28.5391808861898,-81.2608171786438,,StreetSegment,Match,100,,5597.54,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167161,1002,1,0167.16,095,36740,0,93458,,5960,60562,12,9000-9140,,,,,,Lake Underhill,,Rd,,,,,,,Rio Pinar,,,Union Park,Orange,FL,32825,,,,,,5597.54,Meters,0,,Census2016TigerLines,2016,tlid,94294893,,,9000,,,,,,LAKE UNDERHILL,,RD,,,,,,,,,,,,FL,32825,,,,,,9000,,,,,,LAKE UNDERHILL,,RD,,,,,,,,,,,,FL,32825,,,,,
325 Fieldstream Blvd,,,32825,561,7553658f-e05c-4bff-8f56-5ec57e1ed028,0.0624888,TAMUGeocoder,5.0.0,1,,28.5386006852185,-81.2285140742905,,StreetSegment,Match,100,,4576.64,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167512,2002,2,0167.51,095,36740,0,93458,,5960,00410,12,301-349,,,,,,Fieldstream,,Blvd,,,,,,,Alafaya,,,Union Park,Orange,FL,32825,,,,,,4576.64,Meters,0,,Census2016TigerLines,2016,tlid,94396944,,,325,,,,,,FIELDSTREAM,,BLVD,,,,,,,,,,,,FL,32825,,,,,,325,,,,,,FIELDSTREAM,,BLVD,,,,,,,,,,,,FL,32825,,,,,
942 Grassy Island Ln,,,32825,562,4820e254-9e1d-4f09-8586-bf28d1b15a8f,0.0937438,TAMUGeocoder,5.0.0,1,,28.5560427478678,-81.2636549338998,,StreetSegment,Match,100,,8296.5,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167132,2001,2,0167.13,095,36740,0,93458,,5960,,12,800-998,,,,,,Grassy Island,,Ln,,,,,,,Union Park,,,Union Park,Orange,FL,32825,,,,,,8296.5,Meters,0,,Census2016TigerLines,2016,tlid,94408020,,,942,,,,,,GRASSY ISLAND,,LN,,,,,,,,,,,,FL,32825,,,,,,942,,,,,,GRASSY ISLAND,,LN,,,,,,,,,,,,FL,32825,,,,,
222 NEIGHBORHOOD MARKET RD STE 112-114,,,32825,563,21212312-dccc-4e4b-a121-21ab885bca01,0.1093463,TAMUGeocoder,5.0.0,1,,28.522353,-81.227289,,USPSZip,Non-Match,60,,74886470.4,Meters,09,AddressZIPCentroid,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},4,ResidenceZIP,120950167521,1000,1,0167.52,095,36740,0,93458,,5960,00410,12,,,,,,,,,,,,,,,,Orlando,,,,Orange,FL,32825,,,,,,74886470.4,Meters,0,,ZipCodeDownloadZips2013,2013,ZIPCode,32825,,,222,,,,,,NEIGHBORHOOD MARKET,,RD,,,UNITSTE,114,,,,,,,,FL,32825,,,,,,222,,,,,,NEIGHBORHOOD MARKET,,RD,,,UNITSTE,114,,,,,,,,FL,32825,,,,,
10144 Doriath Cir,,,32825,564,9fd9af45-93a6-4198-9d62-73d04c9f8364,0.0624948,TAMUGeocoder,5.0.0,1,,28.516316214876,-81.2400160240074,,StreetSegment,Match,100,,8887.18,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167171,1023,1,0167.17,095,36740,0,93458,,5960,,12,10100-10238,,,,,,Doriath,,Cir,,,,,,,Union Park,,,Union Park,Orange,FL,32825,,,,,,8887.18,Meters,0,,Census2016TigerLines,2016,tlid,94421788,,,10144,,,,,,DORIATH,,CIR,,,,,,,,,,,,FL,32825,,,,,,10144,,,,,,DORIATH,,CIR,,,,,,,,,,,,FL,32825,,,,,
61 S DEAN RD,,,32825,565,55d35086-24af-479d-93b1-140176fe4f59,0.0624984,TAMUGeocoder,5.0.0,1,,28.5415154875218,-81.2442455479595,,StreetSegment,Match,100,,8083.4,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167243,3001,3,0167.24,095,36740,0,93458,,5960,00410,12,1-199,,S,,,,Dean,,Rd,,,,,,,Alafaya,,,Union Park,Orange,FL,32825,,,,,,8083.4,Meters,0,,Census2016TigerLines,2016,tlid,624048891,,,61,,S,,,,DEAN,,RD,,,,,,,,,,,,FL,32825,,,,,,61,,S,,,,DEAN,,RD,,,,,,,,,,,,FL,32825,,,,,
407 Casting Ct,,,32825,566,43e7205f-a49d-4e4a-9d8f-6a6775a4a1a3,0.0781061,TAMUGeocoder,5.0.0,1,,28.5369152152141,-81.234502440231,,StreetSegment,Match,100,,3768.06,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167512,2002,2,0167.51,095,36740,0,93458,,5960,00410,12,401-499,,,,,,Casting,,Ct,,,,,,,Alafaya,,,Union Park,Orange,FL,32825,,,,,,3768.06,Meters,0,,Census2016TigerLines,2016,tlid,94407953,,,407,,,,,,CASTING,,CT,,,,,,,,,,,,FL,32825,,,,,,407,,,,,,CASTING,,CT,,,,,,,,,,,,FL,32825,,,,,
7949 Soft Pine Cir  ,,,32825,567,eff39b2e-3ab6-4afb-ab82-2f66a523c8cd,0.093758,TAMUGeocoder,5.0.0,1,,28.5556585278175,-81.2814002850095,,StreetSegment,Match,100,,9308.4,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167382,2016,2,0167.38,095,36740,0,93458,,5960,,12,7901-7999,,,,,,Soft Pine,,Cir,,,,,,,Union Park,,,Union Park,Orange,FL,32825,,,,,,9308.4,Meters,0,,Census2016TigerLines,2016,tlid,94314267,,,7949,,,,,,SOFT PINE,,CIR,,,,,,,,,,,,FL,32825,,,,,,7949,,,,,,SOFT PINE,,CIR,,,,,,,,,,,,FL,32825,,,,,
53 S DEAN RD,,,32825,568,d471f074-1751-483c-9a22-4afc94c51b56,0.062508,TAMUGeocoder,5.0.0,1,,28.541639864752,-81.2442463418253,,StreetSegment,Match,100,,8083.4,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167243,3001,3,0167.24,095,36740,0,93458,,5960,00410,12,1-199,,S,,,,Dean,,Rd,,,,,,,Alafaya,,,Union Park,Orange,FL,32825,,,,,,8083.4,Meters,0,,Census2016TigerLines,2016,tlid,624048891,,,53,,S,,,,DEAN,,RD,,,,,,,,,,,,FL,32825,,,,,,53,,S,,,,DEAN,,RD,,,,,,,,,,,,FL,32825,,,,,
1072 Vista Palma Way,,,32825,569,761f101d-016e-4c10-a9e7-617c24bf678d,0.0781161,TAMUGeocoder,5.0.0,1,,28.5559657811331,-81.2606334350572,,StreetSegment,Match,100,,40018.83,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167132,2001,2,0167.13,095,36740,0,93458,,5960,,12,964-1198,,,,,,Vista Palma,,Way,,,,,,,Union Park,,,Union Park,Orange,FL,32825,,,,,,40018.83,Meters,0,,Census2016TigerLines,2016,tlid,635799565,,,1072,,,,,,VISTA PALMA,,WAY,,,,,,,,,,,,FL,32825,,,,,,1072,,,,,,VISTA PALMA,,WAY,,,,,,,,,,,,FL,32825,,,,,
10102 Jepson St  ,,,32825,570,4c5d6695-01fe-4ebd-8799-7ac2c157634f,0.093771,TAMUGeocoder,5.0.0,1,,28.5566482396157,-81.243292283391,,StreetSegment,Match,100,,6077.01,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950167233,3015,3,0167.23,095,36740,0,93458,,5960,73075,12,10100-10198,,,,,,Jepson,,St,,,,,,,Union Park,,,Union Park,Orange,FL,32825,,,,,,6077.01,Meters,0,,Census2016TigerLines,2016,tlid,94295863,,,10102,,,,,,JEPSON,,ST,,,,,,,,,,,,FL,32825,,,,,,10102,,,,,,JEPSON,,ST,,,,,,,,,,,,FL,32825,,,,,
4737 Willamette Cir  ,,,32826,571,657ff337-feca-4f6e-8b8f-ff72de3184af,0.0625024,TAMUGeocoder,5.0.0,1,,28.6084597227854,-81.1729649775927,,StreetSegment,Match,100,,18451.08,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMMMM1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1,ResidenceStreetAddress,120950165142,2018,2,0165.14,095,36740,0,93458,,5960,,12,4799-4501,,,,,,Willamette,,Cir,,,,,,,Union Park,,,Union Park,Orange,FL,32826,,,,,,18451.08,Meters,0,,Census2016TigerLines,2016,tlid,94409725,,,4737,,,,,,WILLAMETTE,,CIR,,,,,,,,,,,,FL,32826,,,,,,4737,,,,,,WILLAMETTE,,CIR,,,,,,,,,,,,FL,32826,,,,,
